0	0.0553993	2.64255	
1	2.54287	2.5862	
2	3.77989	7.90247	
3	0.298773	0.578876	
4	0.729534	0.98038	
5	0.674494	12.0142	
6	0.0481816	0.924241	
7	0.806127	0.872116	
8	0.964336	5.31583	
9	0.233295	1.03551	
10	1.06157	1.32717	
11	1.08252	68.5686	
12	0.0219791	1.36449	
13	0.724507	1.40718	
14	0.220791	0.328672	
15	0.182372	1.5602	
16	0.0192711	0.184345	
17	0.0218703	0.0979956	
18	0.00280716	0.0144304	
19	0.000177034	0.00097131	
20	1.65742e-06	9.0092e-06	
21	1.04407e-09	5.67884e-09	
22	6.10623e-15	3.31957e-14	
