0	7.25	-2.34727	
1	3.625	0.922093	
2	1.8125	-0.883567	
3	0.90625	-0.031189	
4	0.453125	0.432957	
5	0.226563	0.197695	
6	0.113281	0.0824518	
7	0.0566406	0.0254309	
8	0.0283203	-0.00292915	
9	0.0141602	0.0112384	
10	0.00708008	0.00415147	
11	0.00354004	0.000610375	
12	0.00177002	-0.00115958	
13	0.00088501	-0.000274653	
14	0.000442505	0.000167848	
15	0.000221252	-5.34056e-05	
16	0.000110626	5.72207e-05	
17	5.53131e-05	1.90735e-06	
18	2.76566e-05	-2.57492e-05	
19	1.38283e-05	-1.19209e-05	
20	6.91414e-06	-5.00679e-06	
21	3.45707e-06	-1.54972e-06	
22	1.72853e-06	1.78814e-07	
23	8.64267e-07	-6.85453e-07	
24	4.32134e-07	-2.5332e-07	
25	2.16067e-07	-3.72529e-08	
26	1.08033e-07	7.07805e-08	
27	5.40167e-08	1.67638e-08	
28	2.70084e-08	-1.02445e-08	
29	1.35042e-08	3.25963e-09	
30	6.75209e-09	-3.49246e-09	
31	3.37604e-09	-1.16415e-10	
32	1.68802e-09	1.57161e-09	
33	8.44011e-10	7.27596e-10	
34	4.22006e-10	3.0559e-10	
35	2.11003e-10	9.45874e-11	
36	1.05501e-10	-1.09139e-11	
37	5.27507e-11	4.18368e-11	
38	2.63753e-11	1.54614e-11	
39	1.31877e-11	2.27374e-12	
40	6.59384e-12	-4.3201e-12	
41	3.29692e-12	-1.02318e-12	
42	1.64846e-12	6.25278e-13	
